model,method,site,layer,f,mean_group_range,nmse,rows_used,groups_observed,slots,d,group_size,sample_stride,frozen_range,frozen_nmse,frozen_rows,evaluation_tokens,quantitative_source,null_space_source
llama31_8b,hadamard,qkv,29,0.0074119015387908,2.7479379203414283,0.009945181940472,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,hadamard,qkv,30,0.0071683210601274,2.762964755799203,0.0099048039333228,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,hadamard,qkv,31,0.007222940718651,2.2990473276508965,0.0099280137961884,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,0,0.6080359520284104,0.3240325388259464,0.002885644260408,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,1,0.7293827359109503,0.5268167553951741,0.0021905992959563,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,2,0.4552332978768626,1.443403542550186,0.004934951356118,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,3,0.4041821868655443,1.3930370097676814,0.0058799602305212,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,4,0.4554339466845469,1.320872413154575,0.0052871029952407,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,5,0.392551596649253,1.6113485518558264,0.005808321506722,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,6,0.4232144086810924,1.5360697978364897,0.0056562433825828,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,7,0.4285465938639676,1.5575559560847978,0.0056482760668275,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,8,0.4384848352670401,1.706946122488489,0.0055317886087822,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,9,0.4533458449729516,1.6961394905456473,0.005420600267255,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,10,0.4618289509479303,1.7993362119036649,0.0052890007215472,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,11,0.4719916553267528,1.7778746137310009,0.0052334606070087,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,12,0.4496485605367655,1.633716800411321,0.0054732506293416,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,13,0.4608382294470957,1.8724896916371565,0.0053496654909862,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,14,0.4793823780419841,1.8829641787719995,0.0051271282123315,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,15,0.4227733418621153,1.879228139181123,0.0057078147248527,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,16,0.4601164322855512,1.8571542572117323,0.0052839473574989,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,17,0.4110279385164526,1.909358403148872,0.0057977627382511,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,18,0.3961301505627086,1.973916940287609,0.005946709858949,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,19,0.380919034370801,2.002615195202452,0.0060871035022631,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,20,0.3952914345923585,2.041810710731852,0.0059198837453358,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,21,0.3967205726786692,2.0063575968317764,0.0059183466731643,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,22,0.4155004106099977,2.0770704651833967,0.005721302708081,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,23,0.3799662168590816,2.099035353341605,0.0061033441920371,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,24,0.3956176233134931,2.1063335905671465,0.0059392834544539,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,25,0.3889264035901708,2.126935645576623,0.0060219829278332,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,26,0.4119712983594958,2.055541473607491,0.0057813627782685,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,27,0.3818496000386276,2.153497558055051,0.0060836259108807,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,28,0.4128028281046793,2.087444272551465,0.005802554702141,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,29,0.3719061742747223,2.155501987325124,0.0062314107879472,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,30,0.4139341536882797,2.0914887500453005,0.0057664190330333,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama31_8b,nar,qkv,31,0.3963680780500937,1.769322861153796,0.0059748735490929,8192,262144,32,4096,128,32,,,,8192.0,figure_stats_v2 measured replay,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,0,0.6413377648067778,0.0621607229113578,0.0035666133809434,8192,0,64,8192,128,32,0.0621607229113578,0.0035666133809434,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:233,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,1,0.9994934846839244,0.0735238790512085,5.083529878099939e-06,8192,0,64,8192,128,32,0.0735238790512085,5.083529878099939e-06,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:234,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,2,0.014847157181568,0.1065815687179565,0.0098663001582632,8192,0,64,8192,128,32,0.1065815687179565,0.0098663001582632,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:235,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,3,0.0235709058310356,0.1457826048135757,0.0097330744200203,8192,0,64,8192,128,32,0.1457826048135757,0.0097330744200203,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:236,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,4,0.0309312090159486,0.1794823557138443,0.0097129138833184,8192,0,64,8192,128,32,0.1794823557138443,0.0097129138833184,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:237,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,5,0.0218996595299557,0.2058693170547485,0.0099319621868947,8192,0,64,8192,128,32,0.2058693170547485,0.0099319621868947,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:238,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,6,0.0187691780382972,0.2243503928184509,0.0098050446050069,8192,0,64,8192,128,32,0.2243503928184509,0.0098050446050069,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:239,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,7,0.0131600841853109,0.2308713495731353,0.0098825595050275,8192,0,64,8192,128,32,0.2308713495731353,0.0098825595050275,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:240,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,8,0.0118406039276663,0.2369678020477295,0.0099138375633621,8192,0,64,8192,128,32,0.2369678020477295,0.0099138375633621,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:241,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,9,0.0133243012041063,0.2401328980922699,0.0098797416443686,8192,0,64,8192,128,32,0.2401328980922699,0.0098797416443686,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:242,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,10,0.0174209664908804,0.2485536038875579,0.0098157051471465,8192,0,64,8192,128,32,0.2485536038875579,0.0098157051471465,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:243,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,11,0.0160759440316372,0.2559197247028351,0.0098647616426843,8192,0,64,8192,128,32,0.2559197247028351,0.0098647616426843,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:244,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,12,0.0223310040893468,0.2781388163566589,0.0098288497895665,8192,0,64,8192,128,32,0.2781388163566589,0.0098288497895665,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:245,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,13,0.0494414735512738,0.2988587319850921,0.0095448231314798,8192,0,64,8192,128,32,0.2988587319850921,0.0095448231314798,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:246,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,14,0.0185482915508101,0.3369852304458618,0.0098233902302433,8192,0,64,8192,128,32,0.3369852304458618,0.0098233902302433,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:247,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,15,0.0324286599309259,0.352651298046112,0.0097248371364353,8192,0,64,8192,128,32,0.352651298046112,0.0097248371364353,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:248,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,16,0.0309288803250878,0.3460878431797027,0.0096858948819801,8192,0,64,8192,128,32,0.3460878431797027,0.0096858948819801,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:249,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,17,0.0225026391677198,0.3529954552650451,0.0098385092739524,8192,0,64,8192,128,32,0.3529954552650451,0.0098385092739524,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:250,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,18,0.0235559335733189,0.3622476160526275,0.0098630557838999,8192,0,64,8192,128,32,0.3622476160526275,0.0098630557838999,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:251,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,19,0.0356477333428067,0.4080713987350464,0.0097211368551141,8192,0,64,8192,128,32,0.4080713987350464,0.0097211368551141,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:252,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,20,0.0238337161460492,0.3995206356048584,0.009788074388008,8192,0,64,8192,128,32,0.3995206356048584,0.009788074388008,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:253,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,21,0.0256290734673852,0.4078128933906555,0.0097575509966252,8192,0,64,8192,128,32,0.4078128933906555,0.0097575509966252,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:254,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,22,0.0336255120978659,0.4262249171733856,0.0096542802052386,8192,0,64,8192,128,32,0.4262249171733856,0.0096542802052386,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:255,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,23,0.0564371098414961,0.4777608513832092,0.0094853354303268,8192,0,64,8192,128,32,0.4777608513832092,0.0094853354303268,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:256,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,24,0.0291744161528624,0.5601572394371033,0.0097574831838281,8192,0,64,8192,128,32,0.5601572394371033,0.0097574831838281,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:257,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,25,0.0359979869736382,0.6956270337104797,0.009694907004944,8192,0,64,8192,128,32,0.6956270337104797,0.009694907004944,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:258,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,26,0.0861098700409179,0.8797279596328735,0.0091340391666439,8192,0,64,8192,128,32,0.8797279596328735,0.0091340391666439,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:259,figure_stats_v2 measured replay
llama32_3b,duquant_style,down,27,0.447598300962686,1.5854662656784058,0.0054118190393387,8192,0,64,8192,128,32,1.5854662656784058,0.0054118190393387,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:260,figure_stats_v2 measured replay
llama32_3b,hadamard,down,0,0.0021747480229478,0.0744665786623954,0.0045732409917834,8192,524288,64,8192,128,32,0.0744665786623954,0.0045732409917834,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,1,3.4029403206045e-06,0.2666968405246734,0.0007495683439097,8192,524288,64,8192,128,32,0.2666968405246734,0.0007495683439097,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,2,0.0120329328487266,0.1158598884940147,0.0093719201768535,8192,524288,64,8192,128,32,0.1158598884940147,0.0093719201768535,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,3,0.007906979598529,0.1529928147792816,0.0097982296044031,8192,524288,64,8192,128,32,0.1529928147792816,0.0097982296044031,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,4,0.0079891006955843,0.1879771202802658,0.0097604723858058,8192,524288,64,8192,128,32,0.1879771202802658,0.0097604723858058,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,5,0.009279620969939,0.2139695733785629,0.0097942724460753,8192,524288,64,8192,128,32,0.2139695733785629,0.0097942724460753,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,6,0.0067800823805022,0.2327222675085067,0.009862349472154,8192,524288,64,8192,128,32,0.2327222675085067,0.009862349472154,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,7,0.0072634069497013,0.236611932516098,0.0098996680367338,8192,524288,64,8192,128,32,0.236611932516098,0.0098996680367338,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,8,0.0069520693386571,0.242477685213089,0.0099089343569041,8192,524288,64,8192,128,32,0.242477685213089,0.0099089343569041,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,9,0.0081199691499762,0.2455063462257385,0.0099066956435261,8192,524288,64,8192,128,32,0.2455063462257385,0.0099066956435261,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,10,0.0083947006893279,0.255141943693161,0.0098948720666587,8192,524288,64,8192,128,32,0.255141943693161,0.0098948720666587,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,11,0.0070354233895002,0.262346863746643,0.0099016702236622,8192,524288,64,8192,128,32,0.262346863746643,0.0099016702236622,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,12,0.00769367145245,0.2868539690971374,0.0098449062672605,8192,524288,64,8192,128,32,0.2868539690971374,0.0098449062672605,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,13,0.0071628767078137,0.312255322933197,0.0096112006643731,8192,524288,64,8192,128,32,0.312255322933197,0.0096112006643731,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,14,0.0060554186828932,0.352533608675003,0.009824681026805,8192,524288,64,8192,128,32,0.352533608675003,0.009824681026805,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,15,0.0083404827406217,0.3728830814361572,0.0097515205128904,8192,524288,64,8192,128,32,0.3728830814361572,0.0097515205128904,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,16,0.0074496196812225,0.3676233887672424,0.0097278209617161,8192,524288,64,8192,128,32,0.3676233887672424,0.0097278209617161,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,17,0.0097171972277649,0.3734050095081329,0.0097064671837662,8192,524288,64,8192,128,32,0.3734050095081329,0.0097064671837662,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,18,0.0118591416962116,0.3817839026451111,0.0096679647615588,8192,524288,64,8192,128,32,0.3817839026451111,0.0096679647615588,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,19,0.0054885925676284,0.4387293457984924,0.0096766648378214,8192,524288,64,8192,128,32,0.4387293457984924,0.0096766648378214,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,20,0.0095837276703341,0.4259110689163208,0.009681620350346,8192,524288,64,8192,128,32,0.4259110689163208,0.009681620350346,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,21,0.0059199161210476,0.4386221766471863,0.0097084101974448,8192,524288,64,8192,128,32,0.4386221766471863,0.0097084101974448,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,22,0.0078316073907243,0.4582124948501587,0.0096401783969742,8192,524288,64,8192,128,32,0.4582124948501587,0.0096401783969742,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,23,0.0102375048181122,0.5132821798324585,0.0096216818339597,8192,524288,64,8192,128,32,0.5132821798324585,0.0096216818339597,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,24,0.0093729570053335,0.5950758457183838,0.0097002233270727,8192,524288,64,8192,128,32,0.5950758457183838,0.0097002233270727,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,25,0.0054276622836557,0.7418925762176514,0.0097683483553992,8192,524288,64,8192,128,32,0.7418925762176514,0.0097683483553992,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,26,0.0061092151841163,0.9444494843482972,0.0095117158292356,8192,524288,64,8192,128,32,0.9444494843482972,0.0095117158292356,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,down,27,0.0035948651489478,1.91482412815094,0.0091315031912239,8192,524288,64,8192,128,32,1.91482412815094,0.0091315031912239,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,0,0.7525006877267699,0.0475555919110775,0.0018753077806959,8192,524288,64,8192,128,32,0.0475555919110775,0.0018753077806959,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,1,0.9995918972129184,0.0612714290618896,3.5015859808447778e-06,8192,524288,64,8192,128,32,0.0612714290618896,3.5015859808447778e-06,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,2,0.2310596722032348,0.0882665067911148,0.0059709933685254,8192,524288,64,8192,128,32,0.0882665067911148,0.0059709933685254,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,3,0.2179256306143372,0.124736487865448,0.0068432152811394,8192,524288,64,8192,128,32,0.124736487865448,0.0068432152811394,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,4,0.1980612222551577,0.1552806049585342,0.0069494894395927,8192,524288,64,8192,128,32,0.1552806049585342,0.0069494894395927,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,5,0.2038082663546381,0.1768143475055694,0.0069512525035246,8192,524288,64,8192,128,32,0.1768143475055694,0.0069512525035246,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,6,0.2151212516430489,0.1936057806015014,0.0070566609835868,8192,524288,64,8192,128,32,0.1936057806015014,0.0070566609835868,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,7,0.2048894679030733,0.2004590630531311,0.0072928974321769,8192,524288,64,8192,128,32,0.2004590630531311,0.0072928974321769,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,8,0.2050017605298462,0.205673336982727,0.0073013154104074,8192,524288,64,8192,128,32,0.205673336982727,0.0073013154104074,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,9,0.2179163412375203,0.2075956463813781,0.0072328703681532,8192,524288,64,8192,128,32,0.2075956463813781,0.0072328703681532,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,10,0.2391159062817507,0.2135093510150909,0.0070762112923385,8192,524288,64,8192,128,32,0.2135093510150909,0.0070762112923385,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,11,0.2194791088140905,0.2214352190494537,0.0072111146042179,8192,524288,64,8192,128,32,0.2214352190494537,0.0072111146042179,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,12,0.2461044470939158,0.236108660697937,0.0068610366218021,8192,524288,64,8192,128,32,0.236108660697937,0.0068610366218021,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,13,0.2460395592841673,0.2554234862327575,0.006649610359657,8192,524288,64,8192,128,32,0.2554234862327575,0.006649610359657,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,14,0.2479652013325728,0.2809615433216095,0.0064777650788812,8192,524288,64,8192,128,32,0.2809615433216095,0.0064777650788812,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,15,0.2696639096234222,0.2894203662872314,0.0061390176128301,8192,524288,64,8192,128,32,0.2894203662872314,0.0061390176128301,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,16,0.2622044747562093,0.2850359082221985,0.0061311264661643,8192,524288,64,8192,128,32,0.2850359082221985,0.0061311264661643,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,17,0.258274488189237,0.2908418774604797,0.0061563391159797,8192,524288,64,8192,128,32,0.2908418774604797,0.0061563391159797,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,18,0.2500785759215311,0.2985395193099975,0.0061996850048058,8192,524288,64,8192,128,32,0.2985395193099975,0.0061996850048058,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,19,0.3049382108353743,0.3277551233768463,0.0056495934933118,8192,524288,64,8192,128,32,0.3277551233768463,0.0056495934933118,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,20,0.2726675565897593,0.3244175314903259,0.0058949911893812,8192,524288,64,8192,128,32,0.3244175314903259,0.0058949911893812,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,21,0.2787323656041597,0.3317009210586548,0.0058599693605729,8192,524288,64,8192,128,32,0.3317009210586548,0.0058599693605729,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,22,0.2778266412349776,0.3486203849315643,0.0059230665229163,8192,524288,64,8192,128,32,0.3486203849315643,0.0059230665229163,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,23,0.3162409397791122,0.3809372782707214,0.0056346701532032,8192,524288,64,8192,128,32,0.3809372782707214,0.0056346701532032,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,24,0.3719427110870923,0.4217731356620788,0.0051862412234195,8192,524288,64,8192,128,32,0.4217731356620788,0.0051862412234195,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,25,0.4552473824005181,0.4867672920227051,0.0045029493877188,8192,524288,64,8192,128,32,0.4867672920227051,0.0045029493877188,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,26,0.5338451137688783,0.5842117667198181,0.0038761253437224,8192,524288,64,8192,128,32,0.5842117667198181,0.0038761253437224,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,down,27,0.8218470782917491,0.8850160241127014,0.0015359031805603,8192,524288,64,8192,128,32,0.8850160241127014,0.0015359031805603,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,0,0.2993212738701198,0.5491500496864319,0.0069955483879205,8192,0,24,3072,128,32,0.5491500496864319,0.0069955483879205,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:226,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,1,0.1798537083455854,1.0288493633270264,0.0081661926270017,8192,0,24,3072,128,32,1.0288493633270264,0.0081661926270017,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:227,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,2,0.1531367440077834,1.922948956489563,0.0084669465472013,8192,0,24,3072,128,32,1.922948956489563,0.0084669465472013,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:228,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,3,0.0898743105337494,1.7029314041137695,0.0091169090126206,8192,0,24,3072,128,32,1.7029314041137695,0.0091169090126206,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:229,figure_stats_v2 measured replay
